model,accuracy,precision,recall,f1_score,roc_auc,latency_ms_per_sample,sequence_length,epochs_configured,batch_size,test_sequences
CNN-LSTM,0.992997899369811,0.9982613105371826,0.9941560549763717,0.9962044534412956,0.9990732625769011,0.09034251622990559,10,10,64,29991
